,output
33099,0
33100,1
33101,2
33102,1
33103,1
33105,1
33106,0
33107,1
33108,0
33109,0
33110,1
33111,0
33112,0
33113,0
33114,0
33115,1
33116,0
33117,1
33118,1
33119,1
33120,1
33121,0
33122,1
33124,0
33126,1
33128,1
33129,0
33130,0
33131,0
33132,0
33134,1
33135,1
33136,1
33137,1
33138,1
33141,0
33142,0
33143,1
33144,0
33145,0
33146,1
33147,0
33148,1
33149,0
33150,1
33151,0
33152,1
33153,1
33154,1
33155,0
33156,2
33158,2
33159,1
33160,1
33161,0
33163,0
33164,0
33166,1
33168,1
33170,0
33171,1
33172,0
33173,1
33174,1
33175,0
33178,0
33179,0
33180,0
33181,0
33182,1
33183,1
33184,1
33185,1
33187,1
33188,1
33189,1
33190,0
33191,0
33193,2
33194,1
33195,0
33197,1
33198,1
33200,1
33201,0
33202,2
33203,1
33204,0
33205,1
33207,0
33208,0
33209,1
33210,0
33211,0
33212,1
33213,0
33215,1
33216,1
33217,1
33218,1
33219,0
33220,1
33221,0
33222,0
33224,1
33225,0
33226,2
33228,0
33229,0
33230,1
33231,2
33232,1
33233,2
33234,1
33235,1
33236,1
33237,1
33238,0
33239,0
33241,0
33242,0
33243,1
33245,1
33246,0
33248,0
33249,1
33252,1
33253,0
33254,0
33256,1
33257,2
33258,1
33259,1
33260,0
33261,1
33262,0
33264,1
33265,1
33266,0
33267,1
33270,0
33271,1
33272,0
33273,1
33274,1
33276,0
33277,1
33278,1
33280,0
33281,0
33282,1
33284,1
33285,0
33286,1
33287,0
33288,1
33291,1
33292,1
33293,1
33295,2
33297,1
33298,1
33299,2
33301,1
33302,1
33303,1
33304,0
33307,2
33308,1
33309,1
33310,2
33313,0
33314,1
33316,0
33317,1
33318,0
33319,0
33320,1
33323,1
33324,2
33325,1
33326,1
33327,1
33328,2
33329,2
33330,1
33332,1
33333,0
33334,1
33335,1
33336,1
33337,2
33338,1
33339,1
33341,0
33342,1
33343,1
33344,1
33345,0
33346,0
33348,1
33349,1
33351,0
33353,2
33354,1
33355,0
33356,0
33357,1
33358,0
33359,1
33360,0
33361,0
33363,0
33365,1
33366,1
33367,1
33369,2
33370,1
33371,1
33374,1
33375,1
33376,1
33377,1
33378,1
33379,0
33380,0
33381,0
33382,1
33383,0
33384,1
33385,2
33386,0
33388,0
33389,1
33391,1
33392,2
33393,1
33394,1
33395,1
33396,1
33398,0
33399,1
33400,1
33401,1
33402,0
33403,2
33404,0
33405,1
33406,1
33407,0
33408,1
33409,1
33411,0
33412,1
33413,1
33414,1
33417,0
33418,1
33421,0
33422,1
33423,0
33424,1
33425,0
33426,1
33427,1
33428,1
33430,1
33431,1
33432,1
33433,1
33434,1
33435,1
33436,0
33437,0
33438,0
33439,0
33440,0
33441,0
33442,1
33443,1
33445,1
33446,1
33447,1
33448,0
33449,0
33450,0
33451,0
33453,0
33454,0
33456,0
33458,1
33459,0
33460,0
33461,0
33462,0
33463,1
33464,0
33465,1
33466,1
33467,1
33468,1
33469,1
33470,1
33472,0
33473,1
33474,0
33475,1
33476,1
33477,1
33478,0
33479,1
33480,0
33481,1
33483,1
33484,0
33485,1
33486,0
33487,1
33488,1
33489,0
33491,1
33492,1
33493,0
33494,1
33495,0
33497,2
33499,0
33500,0
33501,1
33502,0
33503,1
33504,0
33505,0
33506,0
33507,1
33508,0
33509,1
33510,0
33511,1
33512,0
33513,0
33514,0
33515,1
33516,1
33517,0
33518,0
33519,2
33520,0
33521,1
33522,0
33523,0
33524,1
33525,1
33526,1
33527,1
33528,2
33529,0
33530,1
33533,1
33534,1
33535,1
33536,1
33537,1
33538,1
33539,1
33540,0
33541,0
33542,1
33543,0
33544,1
33545,0
33546,1
33547,1
33548,1
33549,2
33550,0
33552,2
33553,1
33554,0
33555,1
33557,1
33558,2
33559,1
33560,1
33561,1
33562,1
33564,0
33565,1
33566,1
33567,1
33568,0
33569,1
33570,1
33571,1
33572,1
33573,1
33575,0
33576,0
33577,0
33578,0
33579,2
33580,1
33581,1
33584,1
33585,1
33586,1
33587,0
33588,1
33589,1
33590,0
33591,1
33592,1
33593,1
33594,1
33595,0
33596,1
33597,1
33598,1
33599,2
33600,1
33601,1
33603,1
33605,1
33606,1
33607,0
33608,1
33610,0
33611,0
33612,1
33613,1
33614,0
33615,1
33616,1
33617,0
33618,0
33619,1
33620,0
33621,0
33624,0
33626,1
33629,1
33630,2
33631,0
33633,0
33634,2
33635,0
33636,1
33637,0
33638,1
33639,1
33640,1
33641,1
33642,0
33643,1
33644,2
33645,0
33646,0
33648,0
33649,0
33650,2
33651,1
33652,0
33653,1
33654,0
33655,0
33656,0
33657,0
33659,0
33660,1
33662,1
33663,1
33664,0
33665,0
33666,0
33667,0
33669,1
33670,1
33671,0
33672,1
33673,1
33676,0
33677,1
33678,0
33679,0
33680,1
33681,0
33682,1
33683,0
33685,0
33686,0
33687,1
33689,1
33690,0
33691,1
33692,1
33693,1
33694,1
33696,1
33697,1
33698,0
33699,0
33701,0
33705,1
33706,1
33707,1
33708,0
33710,1
33711,0
33712,0
33713,1
33715,1
33716,2
33717,1
33719,2
33720,0
33721,0
33722,2
33723,1
33725,1
33726,0
33727,1
33728,1
33729,0
33732,0
33733,1
33734,0
33735,1
33736,0
33737,0
33738,1
33739,0
33740,0
33741,1
33743,0
33744,1
33745,1
33747,0
33749,0
33750,1
33751,0
33752,1
33753,2
33754,2
33755,1
33756,1
33757,1
33758,1
33759,0
33760,1
33762,0
33763,1
33764,1
33765,1
33766,1
33767,1
33769,0
33770,0
33771,1
33772,1
33773,1
33774,0
33775,0
33776,1
33777,0
33778,0
33779,1
33780,1
33781,2
33783,0
33784,0
33785,0
33786,1
33787,1
33788,1
33789,1
33790,1
33791,1
33792,1
33793,0
33794,1
33795,1
33796,1
33797,0
33798,1
33799,1
33801,1
33802,1
33803,0
33805,1
33806,2
33807,1
33808,1
33810,0
33812,0
33813,0
33815,0
33817,0
33818,0
33819,0
33820,0
33821,1
33822,0
33823,0
33824,1
33825,0
33826,0
33830,1
33831,1
33832,1
33833,1
33834,1
33835,1
33836,0
33837,1
33839,1
33840,0
33841,1
33843,0
33844,0
33845,1
33846,1
33847,1
33848,0
33849,1
33852,1
33853,0
33855,0
33856,1
33857,0
33858,0
33859,0
33860,1
33861,1
33862,0
33863,1
33864,1
33865,0
33867,1
33868,0
33870,0
33871,1
33872,0
33873,0
33874,0
33875,1
33877,1
33878,1
33879,2
33881,1
33882,1
33883,1
33885,1
33886,1
33887,1
33888,1
33890,0
33891,1
33892,0
33893,0
33894,1
33895,0
33896,2
33897,0
33898,0
33899,1
33900,1
33901,1
33902,0
33903,2
33904,2
33905,1
33906,0
33907,1
33908,1
33909,1
33910,0
33912,0
33914,0
33915,0
33916,0
33917,1
33918,0
33919,1
33920,0
33922,0
33923,1
33924,1
33925,1
33926,1
33927,1
33929,1
33930,2
33931,1
33932,1
33934,1
33935,1
33936,0
33937,0
33938,0
33939,1
33940,0
33941,0
33942,1
33944,1
33945,1
33946,0
33948,0
33950,1
33951,1
33952,1
33953,0
33954,1
33956,1
33958,0
33959,1
33961,1
33962,1
33963,0
33964,1
33965,1
33966,2
33967,1
33968,0
33969,1
33970,1
33971,1
33972,1
33973,1
33974,1
33975,1
33978,0
33979,1
33980,1
33981,1
33982,1
33983,0
33985,1
33987,0
33989,0
33990,1
33991,0
33992,1
33993,1
33995,0
33996,0
33997,1
33998,1
33999,0
34000,1
34001,1
34002,1
34003,1
34004,2
34006,1
34007,1
34008,1
34009,2
34010,1
34011,0
34012,1
34013,1
34014,1
34015,1
34016,0
34017,0
34018,1
34019,0
34020,2
34022,1
34024,1
34025,1
34026,0
34027,1
34028,1
34029,1
34030,0
34032,1
34033,1
34034,2
34035,0
34036,1
34037,1
34038,1
34039,0
34040,1
34041,0
34042,1
34043,0
34047,1
34048,0
34049,2
34050,1
34052,0
34053,1
34054,2
34055,1
34059,2
34060,1
34061,1
34062,1
34063,0
34064,1
34066,1
34067,0
34068,0
34069,0
34071,0
34072,0
34073,0
34074,1
34075,1
34076,0
34077,0
34078,1
34079,0
34081,1
34082,0
34083,0
34084,1
34085,2
34086,1
34088,1
34089,2
34090,0
34091,1
34093,2
34094,1
34095,1
34096,0
34097,1
34100,1
34101,0
34102,0
34103,0
34104,0
34106,1
34107,0
34108,1
34109,1
34110,0
34111,0
34112,1
34113,0
34114,2
34115,0
34116,0
34117,1
34118,1
34120,0
34121,0
34122,0
34123,1
34124,0
34126,1
34128,0
34129,0
34130,1
34131,0
34132,1
34133,0
34134,0
34135,0
34136,0
34137,1
34140,1
34142,0
34143,0
34144,2
34145,0
34146,1
34147,0
34148,1
34149,0
34150,1
34154,1
34155,0
34157,0
34158,0
34159,1
34160,1
34161,1
34163,1
34164,0
34165,1
34166,1
34167,0
34168,0
34169,1
34170,0
34171,1
34172,1
34173,2
34174,1
34175,1
34178,1
34179,1
34180,1
34181,0
34182,1
34183,1
34184,1
34185,0
34187,1
34189,0
34192,1
34196,0
34199,1
34200,1
34201,1
34202,0
34203,1
34205,1
34206,1
34207,1
34209,1
34210,1
34211,1
34212,1
34213,2
34214,0
34215,0
34217,0
34218,1
34219,1
34220,1
34221,0
34222,1
34223,1
34224,0
34225,1
34226,0
34227,0
34228,1
34229,0
34230,1
34232,0
34234,1
34235,0
34237,1
34239,0
34240,0
34241,0
34242,1
34243,1
34244,1
34245,2
34246,1
34248,2
34249,1
34250,1
34251,0
34252,0
34254,1
34255,1
34256,0
34257,1
34258,1
34260,0
34262,0
34263,0
34264,0
34265,2
34266,1
34267,1
34268,1
34269,1
34270,1
34271,1
34272,0
34273,1
34275,0
34276,0
34277,2
34279,1
34280,0
34281,1
34283,0
34284,1
34285,0
34286,0
34287,1
34288,1
34291,1
34292,1
34294,0
34295,1
34296,1
34297,1
34298,1
34299,0
34300,1
34301,1
34302,0
34303,0
34304,0
34305,1
34306,1
34307,1
34308,0
34310,1
34311,0
34312,0
34315,0
34316,2
34317,0
34318,2
34319,1
34320,0
34321,1
34322,1
34323,1
34324,2
34326,1
34327,1
34328,1
34329,0
34330,1
34331,2
34332,0
34333,1
34334,1
34335,0
34336,1
34337,1
34338,2
34340,2
34341,0
34342,1
34344,0
34345,2
34346,2
34348,1
34349,1
34350,0
34351,0
34352,1
34353,2
34354,1
34355,0
34356,1
34357,0
34359,1
34360,1
34361,1
34362,1
34364,1
34366,0
34367,0
34368,1
34369,0
34370,0
34372,0
34373,1
34374,1
34375,2
34376,1
34377,1
34378,2
34379,1
34380,1
34383,1
34384,0
34385,1
34386,1
34388,1
34389,0
34392,1
34393,0
34396,1
34397,0
34398,1
34399,0
34401,1
34404,0
34405,1
34406,1
34407,1
34409,2
34410,1
34411,0
34413,1
34414,1
34415,1
34416,1
34417,1
34418,0
34419,0
34420,1
34423,1
34425,1
34426,0
34427,0
34428,1
34429,0
34430,1
34431,0
34432,0
34433,0
34434,1
34435,1
34437,0
34438,1
34439,1
34440,0
34441,0
34442,1
34443,1
34444,0
34445,1
34446,1
34447,0
34448,0
34449,1
34450,1
34452,2
34454,1
34455,1
34458,1
34459,1
34463,1
34464,0
34465,1
34466,0
34467,0
34468,0
34470,0
34471,1
34473,0
34474,0
34475,0
34476,1
34477,0
34478,1
34480,1
34482,1
34484,1
34485,1
34486,1
34487,1
34488,1
34489,0
34490,2
34491,1
34493,0
34494,1
34495,1
34496,1
34497,1
34498,0
34499,0
34500,1
34501,2
34502,1
34504,0
34509,0
34510,0
34511,0
34512,1
34513,0
34514,0
34516,1
34518,1
34519,1
34520,0
34522,2
34523,0
34525,1
34526,1
34527,0
34529,2
34530,1
34532,1
34533,0
34534,1
34535,0
34538,0
34539,1
34540,0
34541,1
34542,0
34544,0
34545,1
34546,1
34548,0
34549,0
34550,1
34552,1
34554,0
34555,1
34556,0
34557,0
34558,0
34559,0
34561,2
34562,1
34564,1
34565,0
34567,0
34568,1
34569,0
34570,2
34572,0
34573,0
34574,1
34575,1
34576,1
34577,1
34578,2
34580,0
34581,2
34583,1
34584,0
34587,2
34588,1
34589,0
34590,0
34591,1
34592,0
34594,1
34595,0
34596,1
34597,1
34598,1
34599,1
34601,0
34602,1
34603,0
34604,0
34606,2
34607,0
34608,0
34609,0
34610,1
34611,0
34612,1
34613,0
34614,0
34616,0
34617,1
34618,0
34619,2
34620,0
34621,0
34622,1
34623,0
34624,2
34625,1
34626,0
34627,1
34628,0
34630,1
34631,1
34632,1
34635,1
34637,2
34638,2
34640,0
34641,0
34642,0
34643,0
34644,0
34645,1
34646,1
34648,0
34649,0
34650,0
34651,0
34652,0
34653,0
34654,0
34655,1
34656,2
34658,2
34659,2
34660,0
34661,0
34662,0
34664,2
34665,1
34666,0
34667,1
34668,2
34669,1
34670,1
34672,1
34673,0
34674,1
34675,1
34676,1
34677,2
34678,0
34680,0
34681,1
34682,1
34684,1
34685,0
34686,0
34687,0
34688,1
34689,0
34690,1
34692,1
34693,2
34694,1
34696,0
34697,0
34698,1
34700,1
34701,1
34702,0
34703,1
34705,1
34706,0
34708,0
34709,2
34710,1
34711,1
34712,0
34714,0
34715,1
34716,0
34717,0
34718,1
34719,1
34720,1
34722,1
34723,0
34724,0
34725,2
34727,0
34728,1
34729,0
34730,1
34731,1
34732,0
34733,0
34734,0
34735,1
34737,1
34738,1
34739,2
34740,1
34741,0
34742,2
34743,2
34744,0
34745,0
34746,1
34747,0
34748,0
34750,1
34751,0
34752,1
34753,0
34754,2
34756,0
34757,0
34758,0
34759,1
34763,1
34764,1
34765,0
34766,1
34767,1
34768,1
34769,1
34773,0
34774,1
34775,0
34777,2
34778,1
34779,1
34780,0
34781,2
34782,1
34783,0
34786,1
34787,1
34788,0
34789,0
34791,1
34792,0
34794,0
34795,0
34797,0
34798,1
34799,1
34800,1
34802,1
34804,0
34805,2
34806,1
34807,0
34809,0
34811,0
34812,1
34813,0
34814,0
34815,1
34816,0
34817,0
34818,2
34819,0
34820,0
34821,1
34822,1
34823,2
34825,1
34826,1
34827,1
34828,0
34829,0
34830,1
34831,1
34832,1
34833,0
34834,2
34835,1
34836,1
34837,0
34839,0
34840,0
34841,0
34842,0
34843,1
34844,1
34845,1
34846,0
34847,0
34850,1
34851,0
34852,0
34853,1
34855,2
34856,0
34857,0
34858,1
34859,0
34860,1
34861,1
34863,1
34864,0
34865,1
34867,0
34868,1
34869,1
34870,1
34871,1
34872,0
34874,0
34875,0
34876,1
34877,1
34879,1
34880,0
34881,0
34882,1
34884,2
34885,0
34887,1
34888,0
34892,1
34893,0
34894,1
34895,1
34897,2
34898,0
34899,0
34900,0
34904,1
34905,0
34906,1
34907,0
34908,1
34909,1
34910,1
34911,0
34912,0
34914,1
34916,1
34918,1
34919,1
34921,1
34922,0
34923,0
34924,1
34925,1
34926,0
34927,1
34929,1
34930,1
34931,1
34932,1
34933,0
34934,1
34935,1
34936,1
34937,0
34938,1
34939,0
34940,1
34941,1
34942,1
34944,1
34945,1
34946,1
34947,0
34949,1
34950,0
34951,1
34952,1
34953,0
34954,1
34955,1
34956,1
34958,0
34959,0
34961,1
34962,0
34963,0
34964,1
34965,2
34966,0
34967,0
34968,1
34970,0
34971,1
34973,1
34974,1
34976,1
34978,0
34979,1
34980,0
34981,1
34983,1
34984,0
34986,0
34987,1
34988,0
34990,0
34991,1
34992,1
34993,1
34994,0
34995,1
34997,2
34998,1
34999,0
35000,1
35001,0
35003,1
35004,0
35007,0
35008,1
35009,0
35010,1
35011,0
35013,0
35014,1
35015,1
35016,0
35018,1
35019,0
35020,2
35021,0
35022,1
35024,1
35025,0
35027,1
35028,0
35029,1
35031,2
35032,1
35033,1
35035,1
35039,1
35040,1
35041,2
35042,0
35043,1
35044,1
35045,1
35046,1
35050,0
35051,1
35052,1
35053,0
35055,1
35056,0
35059,1
35060,1
35062,1
35064,1
35065,1
35066,2
35067,2
35068,1
35070,0
35071,0
35072,1
35073,1
35075,0
35076,1
35077,0
35078,1
35079,1
35082,1
35083,0
35084,0
35085,1
35086,0
35087,2
35088,0
35089,1
35090,0
35092,1
35094,1
35095,0
35096,0
35098,0
35102,0
35103,0
35104,1
35105,2
35107,1
35108,0
35110,0
35111,0
35112,0
35113,1
35114,0
35115,0
35116,0
35119,0
35120,1
35121,1
35122,2
35124,1
35125,0
35126,1
35128,0
35130,0
35131,0
35132,1
35133,0
35134,1
35135,1
35136,0
35139,1
35140,1
35141,0
35142,1
35145,1
35146,0
35147,1
35150,0
35151,1
35153,1
35154,2
35155,1
35156,0
35157,0
35158,1
35159,0
35162,1
35164,1
35165,0
35166,0
35167,0
35168,1
35169,0
35170,1
35171,2
35172,1
35173,2
35174,1
35175,1
35176,1
35177,1
35178,1
35179,0
35180,0
35181,0
35184,1
35185,1
35186,0
35188,0
35189,1
35190,0
35191,0
35192,0
35193,0
35195,0
35196,1
35197,1
35199,0
35201,0
35202,1
35205,0
35207,1
35208,0
35210,1
35211,0
35212,0
35213,1
35214,1
35215,0
35217,1
35219,1
35220,1
35221,1
35224,2
35226,1
35228,1
35229,1
35230,1
35231,1
35232,1
35233,0
35234,0
35235,1
35236,1
35238,0
35239,1
35240,2
35241,1
35242,0
35243,1
35244,0
35247,1
35248,2
35250,0
35252,2
35253,0
35254,1
35255,1
35256,0
35257,1
35258,1
35259,0
35260,0
35262,1
35263,1
35264,1
35265,1
35266,1
35267,1
35268,1
35269,1
35270,1
35271,1
35272,1
35274,1
35275,2
35276,1
35278,0
35280,0
35282,0
35283,1
35284,1
35285,1
35286,1
35289,1
35290,1
35291,1
35294,1
35295,0
35296,0
35297,1
35299,0
35300,0
35301,0
35302,0
35303,1
35305,1
35306,1
35307,1
35308,1
35309,1
35310,1
35313,0
35314,0
35316,1
35317,1
35318,0
35319,1
35320,0
35322,0
35323,0
35324,1
35326,1
35329,0
35330,0
35331,1
35333,0
35334,1
35336,2
35337,1
35338,1
35340,2
35341,0
35342,1
35343,0
35344,1
35349,0
35351,0
35352,0
35354,0
35355,0
35356,0
35358,1
35360,1
35361,1
35363,2
35364,0
35365,1
35366,1
35367,0
35368,1
35369,1
35371,1
35373,0
35374,1
35375,1
35376,0
35377,1
35378,1
35379,1
35380,2
35381,2
35383,1
35384,1
35385,1
35386,1
35387,2
35388,1
35389,2
35390,1
35391,0
35393,0
35394,0
35395,1
35397,1
35398,1
35399,0
35400,0
35401,1
35402,1
35403,0
35405,1
35407,0
35409,1
35410,1
35411,0
35412,1
35413,1
35414,1
35416,1
35417,0
35418,0
35419,0
35420,1
35421,1
35422,1
35423,0
35424,0
35425,1
35427,1
35428,1
35429,0
35430,0
35432,0
35433,1
35434,0
35435,1
35436,2
35437,1
35439,0
35440,0
35441,1
35442,1
35443,2
35445,1
35446,1
35447,1
35449,1
35451,1
35452,2
35453,1
35454,1
35455,1
35456,1
35457,1
35458,1
35459,0
35460,0
35461,1
35462,2
35463,1
35464,0
35465,1
35466,1
35467,1
35468,2
35469,1
35470,1
35471,0
35472,0
35473,0
35474,0
35475,1
35476,1
35477,0
35478,1
35480,1
35482,1
35484,0
35485,1
35486,0
35487,2
35489,0
35490,1
35491,0
35492,1
35493,1
35494,2
35495,1
35496,2
35497,1
35498,1
35499,0
35500,1
35501,1
35502,1
35503,1
35504,1
35506,1
35508,0
35509,0
35510,1
35511,0
35512,1
35513,1
35514,1
35515,0
35516,2
35517,1
35518,1
35519,1
35521,1
35522,1
35523,0
35524,0
35526,2
35527,0
35529,0
35530,1
35531,0
35532,0
35533,0
35534,0
35535,1
35536,0
35537,0
35538,2
35539,0
35540,1
35542,0
35543,1
35544,1
35546,2
35547,1
35548,1
35549,0
35550,0
35552,1
35553,1
35554,1
35556,1
35557,0
35558,1
35559,0
35560,1
35561,1
35562,1
35563,0
35564,1
35565,1
35566,2
35568,0
35569,1
35571,0
35572,1
35573,1
35574,1
35575,1
35576,1
35577,0
35578,1
35579,1
35580,1
35581,1
35582,1
35583,1
35585,0
35586,0
35587,1
35588,0
35589,1
35591,1
35592,1
35594,1
35595,1
35596,0
35598,0
35599,1
35600,1
35601,1
35602,0
35603,1
35604,0
35605,2
35606,1
35607,0
35608,0
35610,2
35612,1
35613,1
35614,1
35616,0
35618,1
35619,0
35621,1
35623,0
35624,0
35625,1
35626,1
35628,0
35629,0
35630,0
35632,0
35633,0
35635,2
35636,1
35637,1
35638,0
35641,1
35642,1
35643,0
35644,1
35645,2
35646,2
35647,0
35648,0
35649,1
35650,0
35651,1
35652,1
35653,0
35654,1
35655,1
35657,1
35658,1
35660,0
35661,0
35662,1
35663,1
35664,1
35665,0
35667,0
35668,0
35669,0
35671,1
35674,1
35676,1
35677,0
35678,1
35679,0
35681,0
35682,1
35684,1
35685,0
35686,0
35687,1
35688,1
35689,0
35690,0
35691,1
35692,1
35693,1
35694,1
35695,0
35696,1
35697,1
35702,2
35703,1
35704,1
35706,0
35707,2
35708,1
35709,1
35710,1
35712,1
35713,1
35714,1
35715,1
35718,1
35719,1
35720,1
35721,1
35722,0
35723,1
35724,0
35725,0
35726,0
35727,0
35728,0
35730,0
35731,1
35732,0
35734,0
35735,1
35737,0
35738,0
35739,1
35741,1
35743,0
35745,0
35746,2
35747,0
35748,1
35749,2
35750,0
35751,0
35752,1
35753,1
35754,1
35755,0
35756,1
35757,1
35758,1
35759,1
35760,1
35761,1
35762,0
35763,0
35764,0
35768,0
35769,0
35770,0
35771,0
35772,0
35773,1
35774,1
35775,1
35776,2
35777,1
35778,0
35779,0
35780,0
35781,1
35782,1
35783,2
35784,2
35786,1
35787,1
35788,1
35789,1
35790,0
35791,2
35792,1
35794,0
35795,0
35796,1
35797,0
35798,1
35799,1
35800,1
35802,0
35803,0
35805,0
35807,1
35808,1
35809,1
35810,1
35811,1
35812,1
35816,2
35817,0
35818,1
35819,0
35820,1
35821,1
35824,1
35825,1
35826,1
35829,0
35830,1
35831,1
35832,1
35833,0
35834,1
35835,0
35837,0
35838,1
35839,1
35840,1
35841,0
35842,0
35843,1
35844,0
35845,1
35846,1
35847,0
35848,0
35849,0
35850,1
35851,1
35852,1
35853,1
35854,1
35855,1
35857,1
35858,1
35859,1
35860,1
35861,1
35866,1
35867,0
35868,0
35869,2
35870,1
35871,1
35872,0
35875,2
35877,1
35878,1
35879,0
35880,2
35882,2
35883,0
35884,0
35885,1
35886,1
35887,0
35888,2
35889,0
35890,1
35892,0
35893,0
35894,1
35895,1
35896,1
35897,2
35899,0
35900,1
35902,0
35904,2
35905,0
35906,0
35907,1
35908,1
35909,1
35911,1
35912,0
35914,1
35915,1
35916,2
35918,1
35919,0
35920,1
35921,0
35922,2
35923,0
35925,0
35926,1
35927,1
35928,1
35929,0
35930,1
35931,1
35933,0
35934,1
35935,0
35936,1
35937,1
35938,2
35939,0
35941,1
35942,0
35945,2
35946,1
35948,1
35949,1
35951,1
35952,0
35955,0
35956,0
35957,2
35960,1
35962,1
35963,0
35964,0
35965,1
35966,0
35967,1
35969,1
35972,0
35974,1
35975,0
35976,1
35977,1
35978,2
35980,1
35981,0
35982,1
35983,0
35984,0
35985,1
35986,1
35988,0
35991,1
35993,1
35995,0
35996,2
35998,0
36000,0
36002,1
36004,0
36005,0
36006,1
36008,0
36010,1
36011,0
36012,0
36013,1
36015,1
36016,1
36017,1
36019,0
36020,1
36021,0
36022,0
36025,1
36026,1
36027,1
36028,0
36029,1
36031,1
36032,0
36033,0
36034,1
36035,2
36036,1
36037,1
36040,0
36041,0
36042,1
36043,0
36044,1
36045,1
36046,1
36049,0
36050,0
36051,0
36053,0
36054,1
36058,1
36060,0
36061,1
36062,2
36063,1
36064,1
36066,0
36067,1
36068,1
36069,1
36070,1
36071,1
36072,1
36073,0
36074,1
36075,0
36076,2
36077,1
36079,0
36080,1
36082,1
36083,1
36084,1
36085,1
36086,1
36087,0
36088,1
36089,1
36090,1
36091,1
36095,1
36096,1
36097,1
36098,0
36099,0
36100,1
36101,0
36102,1
36104,1
36105,0
36106,0
36107,1
36108,1
36109,1
36110,1
36111,1
36112,0
36113,0
36114,1
36115,2
36116,1
36118,1
36119,0
36120,1
36121,1
36122,0
36124,1
36125,1
36126,0
36127,1
36128,1
36132,2
36134,1
36135,0
36136,0
36137,0
36138,0
36139,0
36140,1
36141,0
36142,0
36144,1
36146,1
36147,1
36148,0
36149,0
36150,1
36151,0
36152,1
36153,0
36154,0
36155,0
36156,1
36157,1
36158,0
36159,0
36161,1
36162,0
36163,0
36164,0
36165,1
36167,0
36168,1
36170,0
36171,0
36172,1
36173,0
36175,0
36177,2
36178,1
36179,2
36180,1
36181,1
36182,1
36183,0
36185,0
36186,1
36187,0
36188,1
36189,0
36190,0
36191,1
36192,1
36195,1
36196,1
36197,1
36198,1
36199,0
36200,1
36201,1
36202,0
36203,0
36204,0
36205,0
36206,1
36207,1
36209,1
36211,1
36212,1
36213,2
36214,2
36215,1
36217,1
36218,1
36219,0
36220,1
36221,1
36223,0
36224,0
36225,1
36226,1
36228,0
36229,0
36230,2
36232,0
36233,0
36234,1
36235,2
36236,0
36237,0
36238,1
36239,0
36240,2
36241,1
36242,1
36243,1
36244,0
36245,0
36246,0
36248,0
36250,2
36251,1
36252,0
36254,0
36255,0
36256,1
36257,0
36258,1
36259,0
36261,1
36262,0
36263,1
36264,0
36265,0
36266,1
36267,1
36268,0
36270,2
36271,0
36272,1
36273,0
36274,0
36275,0
36276,1
36277,1
36278,1
36279,1
36280,0
36281,1
36282,1
36283,1
36284,2
36285,2
36286,0
36287,0
36288,1
36289,1
36290,1
36291,0
36292,0
36293,1
36295,0
36296,0
36297,2
36298,1
36299,1
36300,0
36301,0
36302,0
36303,0
36304,1
36305,1
36306,1
36307,0
36308,1
36309,0
36310,1
36311,1
36312,1
36313,0
36314,2
36316,1
36317,2
36319,1
36320,0
36321,1
36322,2
36323,0
36324,1
36325,0
36327,1
36328,1
36329,0
36330,1
36331,1
36332,0
36333,0
36334,1
36335,1
36336,1
36337,0
36342,1
36343,1
36344,1
36345,0
36346,1
36347,1
36348,1
36349,1
36350,1
36351,2
36352,1
36354,0
36355,1
36356,1
36357,0
36358,0
36359,0
36360,0
36361,0
36362,0
36363,1
36364,1
36365,1
36366,0
36369,0
36370,1
36371,1
36372,1
36373,0
36374,1
36375,1
36376,0
36377,0
36378,1
36379,1
36380,1
36382,1
36383,0
36384,1
36385,0
36386,1
36387,1
36388,1
36389,1
36390,1
36391,0
36392,1
36396,1
36397,1
36398,0
36400,0
36401,0
36403,1
36405,1
36406,1
36407,1
36408,1
36409,0
36410,0
36411,1
36412,0
36413,1
36414,2
36416,1
36417,0
36419,0
36420,1
36422,1
36423,0
36424,0
36429,1
36431,1
36432,0
36433,1
36434,2
36435,0
36436,1
36437,1
36439,1
36441,0
36442,1
36443,0
36444,1
36445,0
36446,2
36447,1
36448,1
36450,2
36451,1
36452,1
36453,1
36454,1
36455,0
36456,1
36457,1
36458,1
36459,0
36461,1
36462,1
36463,1
36464,1
36466,0
36469,2
36470,1
36471,0
36472,0
36473,2
36474,0
36475,1
36476,1
36477,1
36478,0
36481,1
36482,2
36483,1
36486,1
36488,0
36489,1
36490,1
36491,2
36492,1
36493,1
36494,0
36495,1
36497,2
36498,1
36500,1
36501,0
36503,1
36504,1
36505,1
36507,0
36508,2
36509,1
36510,1
36511,1
36512,0
36513,1
36514,1
36515,1
36516,0
36518,1
36519,0
36520,1
36521,1
36522,1
36523,1
36524,0
36525,1
36526,1
36528,1
36530,1
36531,0
36532,0
36533,0
36537,1
36538,0
36539,0
36542,1
36543,1
36544,1
36545,1
36547,1
36548,1
36550,1
36551,0
36552,2
36553,1
36554,1
36555,1
36556,1
36558,1
36559,0
36560,1
36562,1
36563,1
36564,0
36565,1
36566,0
36567,0
36568,1
36569,1
36570,1
36571,0
36572,0
36573,0
36574,0
36575,0
36576,2
36577,1
36578,1
